Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
164,920205.8307,930053.5372,9847.7064,1000,9.1024,9.8477,0.0155,10000
165,930053.5372,941341.5814,11288.0442,1000,9.2431,11.2880,-0.0500,10000
166,941341.5814,952411.3631,11069.7817,1000,8.7810,11.0698,-0.0500,10000
167,952411.3631,962224.7472,9813.3841,1000,8.3419,9.8134,0.0190,10000
168,962224.7472,973422.9745,11198.2273,1000,8.5006,11.1982,-0.0500,10000
169,973422.9745,983652.8666,10229.8921,1000,8.0755,10.2299,-0.0225,10000
170,983652.8666,992956.8047,9303.9382,1000,7.8941,9.3039,0.0500,10000
171,992956.8047,1002832.3499,9875.5452,1000,8.2888,9.8755,0.0126,10000
172,1002832.3499,1013171.6345,10339.2846,1000,8.3932,10.3393,-0.0328,10000
173,1013171.6345,1022456.0020,9284.3675,1000,8.1178,9.2844,0.0500,10000
174,1022456.0020,1032873.8592,10417.8572,1000,8.5237,10.4179,-0.0401,10000
175,1032873.8592,1042124.0001,9250.1409,1000,8.1818,9.2501,0.0500,10000
176,1042124.0001,1052623.9946,10499.9945,1000,8.5909,10.5000,-0.0476,10000
177,1052623.9946,1061884.4426,9260.4480,1000,8.1818,9.2604,0.0500,10000
178,1061884.4426,1071936.2766,10051.8341,1000,8.5909,10.0518,-0.0052,10000
179,1071936.2766,1082000.0098,10063.7332,1000,8.5466,10.0637,-0.0063,10000
180,1082000.0098,1092981.2783,10981.2685,1000,8.4925,10.9813,-0.0500,10000
181,1092981.2783,1102565.2543,9583.9760,1000,8.0679,9.5840,0.0434,10000
182,1102565.2543,1113129.6790,10564.4247,1000,8.4181,10.5644,-0.0500,10000
183,1113129.6790,1123155.6708,10025.9918,1000,7.9972,10.0260,-0.0026,10000
184,1123155.6708,1133198.1363,10042.4655,1000,7.9764,10.0425,-0.0042,10000
185,1133198.1363,1143378.2489,10180.1126,1000,7.9427,10.1801,-0.0177,10000
186,1143378.2489,1152563.6768,9185.4279,1000,7.8022,9.1854,0.0500,10000
187,1152563.6768,1162198.0188,9634.3420,1000,8.1923,9.6343,0.0380,10000
188,1162198.0188,1171369.7310,9171.7123,1000,8.5032,9.1717,0.0500,10000
189,1171369.7310,1181995.1067,10625.3756,1000,8.9284,10.6254,-0.0500,10000
190,1181995.1067,1192320.4459,10325.3392,1000,8.4820,10.3253,-0.0315,10000
191,1192320.4459,1202164.8758,9844.4299,1000,8.2147,9.8444,0.0158,10000
192,1202164.8758,1212343.7636,10178.8878,1000,8.3445,10.1789,-0.0176,10000
193,1212343.7636,1221642.4598,9298.6961,1000,8.1979,9.2987,0.0500,10000
194,1221642.4598,1232011.5143,10369.0545,1000,8.6078,10.3691,-0.0356,10000
195,1232011.5143,1242911.6096,10900.0953,1000,8.3014,10.9001,-0.0500,10000
196,1242911.6096,1252258.6959,9347.0863,1000,7.8863,9.3471,0.0500,10000
197,1252258.6959,1261812.1288,9553.4330,1000,8.2806,9.5534,0.0467,10000
198,1261812.1288,1272450.8415,10638.7127,1000,8.6677,10.6387,-0.0500,10000
199,1272450.8415,1282141.6514,9690.8099,1000,8.2343,9.6908,0.0319,10000
200,1282141.6514,1292461.8663,10320.2149,1000,8.4970,10.3202,-0.0310,10000
201,1292461.8663,1302137.6839,9675.8176,1000,8.2334,9.6758,0.0335,10000
202,1302137.6839,1312591.8162,10454.1323,1000,8.5093,10.4541,-0.0434,10000
203,1312591.8162,1323117.9529,10526.1367,1000,8.1396,10.5261,-0.0500,10000
204,1323117.9529,1331616.8801,8498.9273,1000,7.7328,8.4989,0.0500,10000
205,1331616.8801,1341069.0077,9452.1276,1000,8.1194,9.4521,0.0500,10000
206,1341069.0077,1350975.1925,9906.1848,1000,8.5254,9.9062,0.0095,10000
207,1350975.1925,1360592.4862,9617.2937,1000,8.6061,9.6173,0.0398,10000
208,1360592.4862,1371066.8063,10474.3201,1000,8.9486,10.4743,-0.0453,10000
209,1371066.8063,1382472.4235,11405.6173,1000,8.5433,11.4056,-0.0500,10000
210,1382472.4235,1391481.2098,9008.7863,1000,8.1162,9.0088,0.0500,10000
211,1391481.2098,1402160.8597,10679.6499,1000,8.5220,10.6796,-0.0500,10000
212,1402160.8597,1412481.0523,10320.1926,1000,8.0959,10.3202,-0.0310,10000
213,1412481.0523,1421337.5048,8856.4525,1000,7.8447,8.8565,0.0500,10000
214,1421337.5048,1430713.2564,9375.7515,1000,8.2369,9.3758,0.0500,10000
215,1430713.2564,1439854.8043,9141.5479,1000,8.6488,9.1415,0.0500,10000
216,1439854.8043,1450195.8285,10341.0242,1000,9.0812,10.3410,-0.0330,10000
217,1450195.8285,1459613.0276,9417.1991,1000,8.7817,9.4172,0.0500,10000
218,1459613.0276,1469611.3000,9998.2724,1000,9.2208,9.9983,0.0002,10000
219,1469611.3000,1479653.2970,10041.9970,1000,9.2224,10.0420,-0.0042,10000
220,1479653.2970,1490435.8854,10782.5884,1000,9.1839,10.7826,-0.0500,10000
221,1490435.8854,1500403.5185,9967.6331,1000,8.7247,9.9676,0.0032,10000
222,1500403.5185,1510287.8143,9884.2957,1000,8.7530,9.8843,0.0117,10000
223,1510287.8143,1520309.9473,10022.1330,1000,8.8555,10.0221,-0.0022,10000
224,1520309.9473,1530262.5273,9952.5800,1000,8.8359,9.9526,0.0048,10000
225,1530262.5273,1540502.2498,10239.7225,1000,8.8780,10.2397,-0.0234,10000
226,1540502.2498,1551527.2920,11025.0422,1000,8.6702,11.0250,-0.0500,10000
227,1551527.2920,1561174.9947,9647.7027,1000,8.2367,9.6477,0.0365,10000
228,1561174.9947,1571401.9200,10226.9253,1000,8.5374,10.2269,-0.0222,10000
229,1571401.9200,1580949.3176,9547.3975,1000,8.3480,9.5474,0.0474,10000
230,1580949.3176,1592051.1149,11101.7973,1000,8.7437,11.1018,-0.0500,10000
231,1592051.1149,1601744.3999,9693.2850,1000,8.3065,9.6933,0.0316,10000
232,1601744.3999,1612449.3399,10704.9400,1000,8.5694,10.7049,-0.0500,10000
233,1612449.3399,1622490.3185,10040.9785,1000,8.1409,10.0410,-0.0041,10000
234,1622490.3185,1631964.4522,9474.1337,1000,8.1077,9.4741,0.0500,10000
235,1631964.4522,1640878.1106,8913.6585,1000,8.5131,8.9137,0.0500,10000
236,1640878.1106,1651852.6679,10974.5573,1000,8.9387,10.9746,-0.0500,10000
237,1651852.6679,1662136.7049,10284.0369,1000,8.4918,10.2840,-0.0276,10000
238,1662136.7049,1672690.8030,10554.0981,1000,8.2572,10.5541,-0.0500,10000
239,1672690.8030,1682320.1020,9629.2990,1000,7.8444,9.6293,0.0385,10000
240,1682320.1020,1691506.0759,9185.9739,1000,8.1464,9.1860,0.0500,10000
241,1691506.0759,1701540.7644,10034.6884,1000,8.5537,10.0347,-0.0035,10000
242,1701540.7644,1711958.9608,10418.1964,1000,8.5241,10.4182,-0.0401,10000
243,1711958.9608,1721407.6765,9448.7158,1000,8.1820,9.4487,0.0500,10000
244,1721407.6765,1731715.5760,10307.8995,1000,8.5911,10.3079,-0.0299,10000
245,1731715.5760,1741531.9007,9816.3247,1000,8.3344,9.8163,0.0187,10000
246,1741531.9007,1752010.2986,10478.3978,1000,8.4904,10.4784,-0.0457,10000
247,1752010.2986,1762100.7004,10090.4018,1000,8.1028,10.0904,-0.0090,10000
